dataset,model,fairness_level,cv_mean_accuracy,cv_std_accuracy,cv_ci_accuracy_low,cv_ci_accuracy_high,cv_mean_auc,cv_std_auc,cv_ci_auc_low,cv_ci_auc_high,cv_mean_f1,cv_std_f1,cv_ci_f1_low,cv_ci_f1_high,test_accuracy,auc,f1,dp_diff,eo_diff,disparate_impact
gmsc,GradientBoosting,1.0,0.9370499999999999,0.0008433769751553949,0.9363107474871345,0.9377892525128654,0.5881926833005273,0.004163914791273938,0.5845428510624117,0.591842515538643,0.2824580520493668,0.009474025990724564,0.2741537021241097,0.2907624019746239,0.9374,0.5897099544405641,0.29024943310657597,0.017930386297108844,0.008317849967999322,0.8200848642021403
gmsc,EBM,0.0,0.9368333333333334,0.0012360330811826165,0.935749902568484,0.9379167640981828,0.8652215161046455,0.004010963247934868,0.8617057518054123,0.8687372804038787,0.2929302855612089,0.011795584672645206,0.2825909997295523,0.30326957139286553,0.9372666666666667,0.8698749019574658,0.3014105419450631,0.024180703747862756,0.035329564156601934,0.9368330566753617
gmsc,EBM,0.25,0.9369166666666666,0.001096870548424021,0.9359552172400195,0.9378781160933137,0.5899778771053306,0.0034596369300536876,0.5869453716309276,0.5930103825797335,0.28668804974272377,0.008156910721629312,0.27953820225361947,0.29383789723182807,0.9369,0.5909383088091523,0.28861330326944756,0.019192665691482518,0.0093972431734872,0.9177140147023951
gmsc,EBM,0.5,0.9369416666666666,0.001305902731616882,0.9357969924529466,0.9380863408803866,0.5904008519900342,0.003496648480473775,0.587335904461296,0.5934657995187724,0.28691667168380514,0.010505969741166916,0.27770778317956957,0.2961255601880407,0.9369333333333333,0.5905281892607293,0.29138576779026215,0.019980741986283915,0.010332399994427838,0.8890354517429452
gmsc,EBM,0.75,0.9369999999999999,0.0012261615807968693,0.9359252219867442,0.9380747780132557,0.5904809280831527,0.00475450154070581,0.5863134237346476,0.5946484324316578,0.2886881621676315,0.011743845491955989,0.2783942277274224,0.2989820966078406,0.9367,0.5908847278125458,0.2874296435272045,0.01976470657600734,0.009981423568393145,0.8603568887834954
gmsc,EBM,1.0,0.9368333333333332,0.0011714929932924657,0.9358064744498119,0.9378601922168545,0.5902581355579593,0.003297424942920898,0.587367815159314,0.5931484559566045,0.28815275677977753,0.009941509781124125,0.2794386392453051,0.29686687431424996,0.9368,0.591294179268742,0.2877535687453043,0.01945083338077821,0.01031150434728964,0.9279108370879773
gmsc,XGBoost,0.0,0.9372,0.0007255266286559646,0.9365640478704249,0.9378359521295752,0.864872524592216,0.003911276794753299,0.8614441393217968,0.8683009098626352,0.29774815975539265,0.010584715328555448,0.2884702477005161,0.3070260718102692,0.9382666666666667,0.8686300768885074,0.30792227204783257,0.024293527358005773,0.045325643735186466,0.7765272432097189
gmsc,XGBoost,0.25,0.937225,0.0009036000528749158,0.9364329596320613,0.9380170403679386,0.5919240914727548,0.0037092990133068657,0.5886727475336451,0.5951754354118646,0.2907476919283417,0.0072028096514031,0.28443415090060636,0.29706123295607706,0.9376666666666666,0.591901430563616,0.29112964366944655,0.01801465085514707,0.011312505348290647,0.8591365244022422
gmsc,XGBoost,0.5,0.9372,0.001102947440069378,0.936233223942971,0.938166776057029,0.5914345416238256,0.004526768064652081,0.5874666544683382,0.5954024287793129,0.29104068601194266,0.012701271332434691,0.27990753082074527,0.30217384120314006,0.9379,0.5935934854772338,0.29511918274687854,0.019612575883397508,0.021308584926875207,0.7892340526440599
gmsc,XGBoost,0.75,0.9373916666666666,0.0012167808165629331,0.9363251112558021,0.9384582220775312,0.5904104894021878,0.004412607999603885,0.5865426679556797,0.5942783108486959,0.2915336942791244,0.014134744890853774,0.2791440441142622,0.3039233444439866,0.9376333333333333,0.5910997198911989,0.2894037219901253,0.01918050506284435,0.01628964949044473,0.8361394356177377
gmsc,XGBoost,1.0,0.9371333333333334,0.0008662258494308494,0.936374052899121,0.9378926137675457,0.5909977832523415,0.0037243090190457414,0.5877332824631072,0.5942622840415759,0.28975005144689653,0.01025888347847966,0.28075774360109357,0.2987423592926995,0.9377666666666666,0.5927203334760082,0.29626837542404827,0.01989110341306468,0.016331440784721096,0.8412378468105288
