dataset,model,fairness_level,cv_mean_accuracy,cv_std_accuracy,cv_ci_accuracy_low,cv_ci_accuracy_high,cv_mean_auc,cv_std_auc,cv_ci_auc_low,cv_ci_auc_high,cv_mean_f1,cv_std_f1,cv_ci_f1_low,cv_ci_f1_high,test_accuracy,auc,f1,dp_diff,eo_diff,disparate_impact
australian,XGBoost,0.75,0.8551351351351351,0.028171330592180768,0.8304418751286067,0.8798283951416634,0.8505430665126971,0.0295558786828018,0.8246361965958602,0.876449936429534,0.8352890950169758,0.03114547107909565,0.8079888859315241,0.8625893041024275,0.855072463768116,0.8582073664040878,0.84375,0.10318396226415094,0.035714285714285726,0.6666666666666666
australian,XGBoost,1.0,0.8552006552006552,0.037711719573378835,0.8221448755429773,0.8882564348583332,0.8583456760811146,0.040996623117668836,0.8224105515146082,0.8942808006476209,0.8359048589016919,0.03982807555844343,0.8009940114319143,0.8708157063714694,0.855072463768116,0.8599105812220565,0.84375,0.10318396226415094,0.035714285714285726,0.6666666666666666
german,LogisticRegression,0.0,0.76,0.06637959023675878,0.7018157237735142,0.8181842762264858,0.78828125,0.07663728852336879,0.7211057047941893,0.8554567952058107,0.8352722949093222,0.04587830484044294,0.7950581876495725,0.8754864021690719,0.705,0.7596428571428572,0.794425087108014,0.0976190476190476,0.125,0.9405405405405405
german,LogisticRegression,0.25,0.7525,0.05971939592795625,0.7001536414829073,0.8048463585170926,0.6752976190476191,0.07080894438069525,0.6132308427319264,0.7373643953633118,0.8302770975533192,0.041670526518004784,0.7937512706119525,0.866802924494686,0.71,0.6333333333333334,0.795774647887324,0.004761904761904745,0.050000000000000044,0.9405405405405405
german,LogisticRegression,0.5,0.75125,0.0641044070247904,0.6950600097882194,0.8074399902117806,0.6720238095238096,0.07673869222837092,0.6047593800515972,0.7392882389960219,0.8289065598015218,0.045373721697166365,0.7891347391675696,0.8686783804354741,0.72,0.6369047619047619,0.8028169014084507,0.05238095238095242,0.08999999999999997,0.9405405405405405
german,LogisticRegression,0.75,0.75,0.0635843435917994,0.694265865486221,0.805734134513779,0.6773809523809524,0.07330587331807167,0.6131255213523874,0.7416363834095174,0.8280305192991495,0.04416584247117124,0.7893174514879078,0.8667435871103912,0.715,0.6333333333333334,0.8,0.059523809523809534,0.08999999999999997,0.9568965517241379
german,LogisticRegression,1.0,0.7525000000000001,0.05806112081246797,0.7016071837092897,0.8033928162907105,0.6767857142857143,0.06856874168016287,0.6166825622145551,0.7368888663568736,0.8309752249177835,0.04008578864231888,0.7958384819701052,0.8661119678654619,0.695,0.6416666666666666,0.784452296819788,0.021428571428571463,0.09999999999999998,0.9405405405405405
german,DecisionTree,0.0,0.6587500000000001,0.04562928062110996,0.6187541720925795,0.6987458279074206,0.5991071428571428,0.04769571581064009,0.5573000046442066,0.6409142810700791,0.7535239753543481,0.03874464588442066,0.7195627958653531,0.7874851548433431,0.67,0.6023809523809525,0.7659574468085106,0.03809523809523807,0.125,0.7956989247311828
german,DecisionTree,0.25,0.65,0.04614007206322938,0.6095564436529131,0.690443556347087,0.5964285714285713,0.03872480162339082,0.5624847862012936,0.630372356655849,0.7504593079151228,0.03925481190993228,0.7160509481882886,0.784867667641957,0.68,0.5928571428571429,0.7746478873239436,0.004761904761904745,0.125,0.9249999999999999
german,DecisionTree,0.5,0.65,0.05266343608235223,0.6038384629805289,0.6961615370194711,0.5982142857142858,0.04803575116538387,0.556109093371509,0.6403194780570626,0.7499291912628526,0.04686465035133988,0.7088505140433293,0.7910078684823759,0.675,0.5654761904761905,0.7735191637630662,0.0452380952380953,0.30000000000000004,0.9249999999999999
german,DecisionTree,0.75,0.66625,0.04584280205223064,0.626067012306201,0.706432987693799,0.5946428571428571,0.039799245547436246,0.5597572802919261,0.6295284339937882,0.7623517614307267,0.037120109308374824,0.7298145510343932,0.7948889718270602,0.66,0.5892857142857143,0.7622377622377622,0.05238095238095242,0.275,0.696236559139785
german,DecisionTree,1.0,0.6637500000000001,0.03318979511837938,0.6346578618867572,0.6928421381132429,0.600297619047619,0.04140810506369481,0.5640018146528041,0.636593423442434,0.7618894259412703,0.029654046975644683,0.735896507721829,0.7878823441607116,0.635,0.6190476190476191,0.7364620938628159,0.0452380952380953,0.25,0.9487179487179486
german,RandomForest,0.0,0.76375,0.05836308764964375,0.7125924981063384,0.8149075018936617,0.7851190476190476,0.07416280296552641,0.7201124846365743,0.8501256106015209,0.8464187454234805,0.03712758283851057,0.8138749841891522,0.8789625066578088,0.745,0.7819642857142857,0.8305647840531561,0.05476190476190468,0.07499999999999996,0.8951612903225806
german,RandomForest,0.25,0.7475,0.05127286075498423,0.7025573559967819,0.7924426440032182,0.631547619047619,0.06839250745900903,0.5715989430822568,0.6914962950129813,0.8385061018082205,0.03247263932023987,0.810042578468096,0.866969625148345,0.755,0.6369047619047619,0.839344262295082,0.0357142857142857,0.025000000000000022,0.8409090909090909
german,RandomForest,0.5,0.7675,0.057179815057413395,0.717379682263577,0.817620317736423,0.6470238095238094,0.07161743384865005,0.5842483609436165,0.7097992581040024,0.8504446376352949,0.0359684339789813,0.8189169151741784,0.8819723600964113,0.735,0.6083333333333333,0.8262295081967214,0.011904761904761973,0.0,0.8951612903225806
german,RandomForest,0.75,0.7525000000000001,0.04853317164579293,0.709958799382246,0.7950412006177541,0.636904761904762,0.05689897111400346,0.5870306147385642,0.6867789090709597,0.8414907001264498,0.029985771729274944,0.8152070123402253,0.8677743879126742,0.735,0.65,0.8250825082508251,0.021428571428571352,0.050000000000000044,0.8951612903225806
german,RandomForest,1.0,0.7550000000000001,0.032894243417351914,0.7261669243749476,0.7838330756250527,0.6285714285714284,0.05962231432648562,0.576310165829955,0.6808326913129019,0.8426999058732806,0.02083286579718033,0.8244390938705394,0.8609607178760218,0.755,0.6214285714285714,0.8372093023255814,0.030952380952380953,0.03500000000000003,0.9249999999999999
german,GradientBoosting,0.0,0.7425,0.03168447963909141,0.7147273290805513,0.7702726709194488,0.7741071428571429,0.06105167452923947,0.7205929906572147,0.827621295057071,0.8265175435805716,0.024608797856404054,0.8049469811987952,0.8480881059623481,0.76,0.7732142857142857,0.8321678321678322,0.09047619047619049,0.07499999999999996,0.7442528735632185
german,GradientBoosting,0.25,0.75125,0.045800177401403165,0.7111043744599738,0.7913956255400262,0.6645833333333334,0.05949217909593468,0.6124361391507974,0.7167305275158694,0.8312764824995845,0.032376616341229125,0.8028971270115803,0.8596558379875887,0.76,0.7000000000000001,0.8321678321678322,0.004761904761904745,0.03500000000000003,0.6607142857142857
german,GradientBoosting,0.5,0.7474999999999999,0.04088856808449031,0.7116595898460969,0.783340410153903,0.6633928571428571,0.04195003557440542,0.6266220297113184,0.7001636845743958,0.829136953704453,0.029246119758566114,0.8035015994560175,0.8547723079528884,0.78,0.7285714285714286,0.8450704225352113,0.02857142857142858,0.010000000000000009,0.7708333333333334
german,GradientBoosting,0.75,0.73625,0.03406106648359679,0.7063941588629628,0.7661058411370372,0.6532738095238095,0.028097035101933385,0.6286456723857942,0.6779019466618249,0.8210194287320253,0.027962716586358773,0.7965090269639429,0.8455298305001077,0.755,0.7119047619047619,0.8304498269896193,0.04047619047619044,0.04500000000000004,0.9568965517241379
german,GradientBoosting,1.0,0.7375,0.028298078556679426,0.7126956405041373,0.7623043594958628,0.6458333333333334,0.029761904761904746,0.6197458735958359,0.6719207930708309,0.8229557316947688,0.02140275969804722,0.8041953856631257,0.8417160777264119,0.755,0.7047619047619047,0.8268551236749117,0.021428571428571463,0.09999999999999998,0.7708333333333334
german,EBM,0.0,0.7549999999999999,0.052922407825041366,0.7086114642395342,0.8013885357604655,0.7744419642857143,0.07294864231477038,0.7104996600375137,0.8383842685339149,0.8307297518467139,0.03956382838132524,0.7960505272400887,0.8654089764533391,0.705,0.7411904761904761,0.7929824561403509,0.059523809523809534,0.07999999999999996,0.936936936936937
german,EBM,0.25,0.74875,0.03987284476934144,0.7137999105866666,0.7837000894133335,0.6663690476190476,0.06451712373110839,0.6098172952638425,0.7229207999742526,0.8262611750957969,0.031324185307523775,0.7988043160823269,0.8537180341092668,0.715,0.6285714285714286,0.7985865724381626,0.026190476190476097,0.07500000000000007,0.9729729729729729
german,EBM,0.5,0.7449999999999999,0.04383919479187543,0.7065732515036725,0.7834267484963273,0.674404761904762,0.05276341701030338,0.6281555877379608,0.7206539360715631,0.8253757854023928,0.03184245358897858,0.7974646442106201,0.8532869265941654,0.71,0.65,0.7943262411347518,0.033333333333333326,0.07500000000000007,0.9135802469135802
german,EBM,0.75,0.745,0.048894018039019854,0.7021425035728871,0.7878574964271129,0.669047619047619,0.06456172833709618,0.6124567690314233,0.7256384690638147,0.8240675922594594,0.03746439474518844,0.7912286023720975,0.8569065821468212,0.705,0.6535714285714286,0.7929824561403509,0.0357142857142857,0.09999999999999998,0.9135802469135802
german,EBM,1.0,0.7462500000000001,0.047721522922052666,0.7044202408565386,0.7880797591434615,0.6735119047619047,0.03964594046353418,0.6387607057418229,0.7082631037819865,0.8241135570959497,0.035649469213077996,0.7928654195792362,0.8553616946126632,0.725,0.65,0.8056537102473498,0.050000000000000044,0.10000000000000003,0.9135802469135802
german,XGBoost,0.0,0.7625,0.05711145900780334,0.7124395989828287,0.8125604010171712,0.792782738095238,0.06327002923950727,0.7373241122586065,0.8482413639318696,0.8373496176652985,0.0419269679894006,0.8005990098635136,0.8741002254670833,0.76,0.7610714285714285,0.8344827586206897,0.09523809523809523,0.125,0.8809523809523808
german,XGBoost,0.25,0.75125,0.0554456377905422,0.7026497556590504,0.7998502443409495,0.6735119047619047,0.05925908395016112,0.6215690274831093,0.7254547820407001,0.8291969010248188,0.03982361364125399,0.7942899645978984,0.8641038374517392,0.76,0.7035714285714286,0.8321678321678322,0.01904761904761909,0.0,0.8809523809523808
german,XGBoost,0.5,0.75625,0.05879652413195868,0.7047125742784915,0.8077874257215084,0.6720238095238095,0.06437280531450341,0.6155985578382585,0.7284490612093605,0.8342625960162643,0.042985507228905,0.7965841376614974,0.8719410543710312,0.77,0.7119047619047619,0.8380281690140845,0.02857142857142858,0.024999999999999967,0.8809523809523808
german,XGBoost,0.75,0.7537499999999999,0.047103609203541945,0.7124618661114357,0.7950381338885641,0.6657738095238095,0.0494061065508351,0.6224674477253136,0.7090801713223054,0.8306783745813278,0.03529081241091308,0.7997446136127858,0.8616121355498697,0.72,0.6738095238095239,0.8,0.0,0.03499999999999992,0.9135802469135802
german,XGBoost,1.0,0.7575,0.05544563779054221,0.7088997556590504,0.8061002443409495,0.6702380952380953,0.06631297011647823,0.6121122141217152,0.7283639763544754,0.833642982868309,0.04232014012593012,0.7965477444938617,0.8707382212427562,0.72,0.6285714285714286,0.8041958041958042,0.02857142857142858,0.050000000000000044,0.7442528735632185
gmsc,LogisticRegression,0.0,0.933825,0.00039572366901945616,0.9334781329105006,0.9341718670894994,0.694568041686044,0.010918862620921246,0.6849972366155583,0.7041388467565297,0.07522255713837703,0.0046699897286863285,0.07112913065925021,0.07931598361750385,0.9340333333333334,0.7148968799647604,0.0850670365233472,0.00885349040443487,0.032240988503413955,0.8118239360828879
gmsc,LogisticRegression,0.25,0.93385,0.0003870741387497963,0.9335107145580619,0.934189285441938,0.5190048906455786,0.001422470642215439,0.5177580401531979,0.5202517411379594,0.07502572199357879,0.005153249924014213,0.07050869927660336,0.07954274471055423,0.934,0.5212829686811726,0.08333333333333333,0.008539617209205742,0.03023898650141195,0.8412378468105288
gmsc,LogisticRegression,0.5,0.9338416666666667,0.0004044028519516822,0.9334871919379013,0.9341961413954321,0.519000425562528,0.0014277124036633489,0.5177489804636589,0.5202518706613971,0.0750175267864315,0.005161825382430043,0.07049298734873731,0.0795420662241257,0.9340333333333334,0.5213008290133748,0.08337193144974525,0.008588536101682018,0.03023898650141195,0.8412378468105288
gmsc,LogisticRegression,0.75,0.9338000000000001,0.00038346917882809323,0.9334638744447549,0.9341361255552453,0.5188046181528987,0.000999317530843785,0.5179286777163097,0.5196805585894877,0.07433854065648872,0.0035232591580404227,0.07125026784043571,0.07742681347254173,0.934,0.5212829686811726,0.08333333333333333,0.008539617209205742,0.03023898650141195,0.8412378468105288
gmsc,LogisticRegression,1.0,0.9338000000000001,0.000355267895788219,0.9334885939592394,0.9341114060407607,0.5186309419400184,0.0013776709276288233,0.5174233601288555,0.5198385237511812,0.07367069933055218,0.005154197506891859,0.06915284602056308,0.07818855264054127,0.934,0.5212829686811726,0.08333333333333333,0.008539617209205742,0.03023898650141195,0.8412378468105288
gmsc,DecisionTree,0.0,0.8963000000000001,0.0016146572563722561,0.8948846905128404,0.8977153094871598,0.6138640617307276,0.003570840330511389,0.6107340821781256,0.6169940412833296,0.26938346374933897,0.006193407268127006,0.2639547029211007,0.27481222457757726,0.8992,0.6135142586470063,0.2720269619643717,0.04995202386332976,0.05882622184809061,0.8832997391510552
gmsc,DecisionTree,0.25,0.90145,0.0019212806782051579,0.8997659232334732,0.9031340767665268,0.5954898107446274,0.007869767859011194,0.5885916550718697,0.602387966417385,0.24369911155340804,0.01011227284139224,0.23483531359709986,0.2525629095097162,0.9027666666666667,0.5981888910515282,0.24292758889177266,0.023987638413902723,0.016338686464791523,0.8674741963792713
gmsc,DecisionTree,0.5,0.9021416666666667,0.0010136224916385557,0.9012531873790948,0.9030301459542387,0.5934285298742294,0.005695285227567396,0.5884363922655538,0.5984206674829051,0.2477157769043153,0.006874515184929337,0.24168999866409951,0.25374155514453106,0.9034,0.5916879082878622,0.25193598347960766,0.025570577616962673,0.015950661559350238,0.921271045767133
gmsc,DecisionTree,0.75,0.9019583333333333,0.001038327982864742,0.901048198727904,0.9028684679387626,0.5916120363983463,0.0038360413595042195,0.5882495978945602,0.5949744749021323,0.2446557726100628,0.012451857406087665,0.23374123836445349,0.2555703068556721,0.9031,0.5924340336869917,0.242771555092472,0.02313706999971072,0.01510494051182474,0.8603568887834954
gmsc,DecisionTree,1.0,0.9015666666666666,0.002167187437414888,0.8996670431220897,0.9034662902112436,0.5915055711770891,0.0031991928045923693,0.588701355044084,0.5943097873100942,0.24231724689650727,0.006038343858798614,0.23702440513930878,0.24761008865370576,0.9044,0.596373149996949,0.2464529689963216,0.02137344105193615,0.012749998611384324,0.8369293303095785
gmsc,RandomForest,0.0,0.9351916666666666,0.00033411366994548876,0.9348988031224084,0.9354845302109249,0.8423195152899204,0.003364456517079359,0.839370439125944,0.8452685914538969,0.2694510698494429,0.010452712872128777,0.260288863049147,0.2786132766497388,0.9364666666666667,0.8484481776448325,0.2785768357305072,0.0259567697021991,0.059137666493531305,0.795976441323506
gmsc,RandomForest,0.25,0.9347166666666666,0.0003731435529539764,0.9343895919215565,0.9350437414117768,0.572199878343234,0.005830298696654877,0.5670893962110134,0.5773103604754547,0.23707591085485138,0.016479028027184036,0.22263140592106354,0.2515204157886392,0.9353333333333333,0.5711145426307422,0.245136186770428,0.02072696237998979,0.03202009166223879,0.7975371794437481
gmsc,RandomForest,0.5,0.9346833333333333,0.00037799728100140306,0.9343520041080067,0.93501466255866,0.5718835249407366,0.004865310682548224,0.5676188920969457,0.5761481577845274,0.23752911736905963,0.013883078345504618,0.2253600626573982,0.24969817208072106,0.9361333333333334,0.5694039592926953,0.2444794952681388,0.017630362706717632,0.0330001970161016,0.7728118018546486
gmsc,RandomForest,0.75,0.9348833333333335,0.0005281979321765347,0.9344203474324203,0.9353463192342467,0.5707076039094583,0.0038769492796961796,0.5673093080326482,0.5741058997862684,0.23907218698743135,0.009003101710263682,0.23118062039389362,0.2469637535809691,0.9357,0.5740713406695798,0.2456003128666406,0.020441648236865458,0.0370042010201056,0.7042921508181171
gmsc,RandomForest,1.0,0.9350083333333332,0.0004942376284069868,0.934575114951144,0.9354415517155225,0.5733838476951185,0.005591849359243132,0.5684823756225337,0.5782853197677034,0.24195409103115945,0.008768686508928682,0.23426799842107832,0.24964018364124058,0.9352,0.5752467821337887,0.2376470588235294,0.01955573415711151,0.029983263581673136,0.6483849016919095
gmsc,GradientBoosting,0.0,0.9370333333333335,0.0009737884210078282,0.9361797701481438,0.9378868965185232,0.863440722537384,0.0038139007499958136,0.8600976911335042,0.8667837539412638,0.29330819847176565,0.009206503783977743,0.285238342099701,0.3013780548438303,0.9374666666666667,0.867242698754097,0.3005219985085757,0.026456706657323865,0.05626700258907019,0.8802562998165829
gmsc,GradientBoosting,0.25,0.9370083333333333,0.0007536946036396754,0.9363476908850722,0.9376689757815945,0.5883578294325676,0.0024269220696358745,0.586230538444838,0.5904851204202973,0.28235150028119277,0.0071048877146090254,0.27612379161546413,0.2885792089469214,0.9371666666666667,0.5893719443131767,0.2829973373906428,0.01753366114211764,0.017255824412882065,0.8678382530337866
gmsc,GradientBoosting,0.5,0.9370499999999999,0.0008324995829161609,0.9363202819418127,0.9377797180581872,0.5888294576066007,0.0016330238803884786,0.5873980490636724,0.5902608661495289,0.28370788314631007,0.0063274841028419584,0.27816159879075253,0.2892541675018676,0.9371,0.588000039194744,0.2822365918600228,0.012466732542880186,0.015665765168747264,0.8750296419255394
gmsc,GradientBoosting,0.75,0.9369833333333333,0.0009188421155635527,0.9361779327083852,0.9377887339582813,0.5889677087562466,0.0026723969483749108,0.5866252495503903,0.5913101679621029,0.2824173659977328,0.00812594503442788,0.275294661130197,0.2895400708652686,0.9370333333333334,0.5877328023039382,0.2814758463294028,0.013695078869968055,0.01666676616974827,0.9177140147023951
